C_d&migration_torque&FINAL_M_RAT_PRI_SEC_MIN&FINAL_M_RAT_PRI_SEC_MAX&FINAL_M_RAT_PRI_SEC_MEAN&FINAL_M_RAT_PRI_SEC_MEDIAN&FINAL_M_RAT_PRI_TOT_MIN&FINAL_M_RAT_PRI_TOT_MAX&FINAL_M_RAT_PRI_TOT_MEAN&FINAL_M_RAT_PRI_TOT_MEDIAN
0.00&False&1.14&6.79&2.50&1.70&0.47&0.85&0.65&0.63
0.00&True&1.76&105.21&13.41&4.38&0.61&1.00&0.80&0.77
0.44&False&1.01&3.87&1.95&1.76&0.38&0.69&0.53&0.53
0.44&True&1.00&6.79&2.17&1.78&0.34&0.78&0.54&0.55
