2.000000e-02	2.246802e+03
2.057958e-02	2.114639e+03
2.117596e-02	1.994472e+03
2.178963e-02	1.884303e+03
2.242107e-02	1.782587e+03
2.307082e-02	1.688110e+03
2.373939e-02	1.598422e+03
2.442734e-02	1.513216e+03
2.513523e-02	1.433063e+03
2.586363e-02	1.357430e+03
2.661314e-02	1.285878e+03
2.738436e-02	1.218037e+03
2.817794e-02	1.153601e+03
2.899452e-02	1.092306e+03
2.983476e-02	1.033930e+03
3.069934e-02	9.782615e+02
3.158899e-02	9.251292e+02
3.250441e-02	8.744195e+02
3.344636e-02	8.260061e+02
3.441561e-02	7.797775e+02
3.541295e-02	7.356340e+02
3.643919e-02	6.934862e+02
3.749517e-02	6.532530e+02
3.858175e-02	6.148599e+02
3.969982e-02	5.783410e+02
4.085029e-02	5.437512e+02
4.203410e-02	5.107827e+02
4.325222e-02	4.793798e+02
4.450563e-02	4.494893e+02
4.579537e-02	4.210602e+02
4.712249e-02	3.940433e+02
4.848806e-02	3.683908e+02
4.989321e-02	3.458213e+02
5.133907e-02	3.129678e+02
5.282684e-02	2.835680e+02
5.435772e-02	2.569423e+02
5.593296e-02	2.328252e+02
5.755386e-02	2.109773e+02
5.922172e-02	1.911825e+02
6.093792e-02	1.732460e+02
6.270386e-02	1.569918e+02
6.452097e-02	1.422609e+02
6.639073e-02	1.289093e+02
6.831469e-02	1.168000e+02
7.029439e-02	1.058243e+02
7.233147e-02	9.587575e+01
7.442758e-02	8.685811e+01
7.658443e-02	7.868416e+01
7.880379e-02	7.127498e+01
8.108746e-02	6.455905e+01
8.343731e-02	5.847161e+01
8.585526e-02	5.295399e+01
8.834328e-02	4.795347e+01
9.090340e-02	4.342135e+01
9.353771e-02	3.931390e+01
9.624836e-02	3.559153e+01
9.903757e-02	3.221833e+01
1.019076e-01	2.916174e+01
1.048608e-01	2.639224e+01
1.078996e-01	2.388306e+01
1.110264e-01	2.160990e+01
1.142439e-01	1.955160e+01
1.175546e-01	1.768740e+01
1.209612e-01	1.599894e+01
1.244666e-01	1.446981e+01
1.280735e-01	1.308511e+01
1.317850e-01	1.183133e+01
1.356040e-01	1.069623e+01
1.395337e-01	9.668670e+00
1.435773e-01	8.738585e+00
1.477381e-01	7.897191e+00
1.520194e-01	7.135946e+00
1.564248e-01	6.447131e+00
1.609579e-01	5.823934e+00
1.656223e-01	5.260177e+00
1.704219e-01	4.750260e+00
1.753606e-01	4.289104e+00
1.804424e-01	3.872105e+00
1.856715e-01	3.495087e+00
1.910521e-01	3.153323e+00
1.965887e-01	2.843694e+00
2.022857e-01	2.563988e+00
2.081478e-01	2.311354e+00
2.141797e-01	2.083212e+00
2.203865e-01	1.877222e+00
2.267731e-01	1.691265e+00
2.333448e-01	1.564110e+00
2.401070e-01	1.540226e+00
2.470651e-01	1.515473e+00
2.542248e-01	1.489131e+00
2.615921e-01	1.463078e+00
2.691728e-01	1.437298e+00
2.769732e-01	1.411774e+00
2.849997e-01	1.386489e+00
2.932588e-01	1.361426e+00
3.017572e-01	1.336564e+00
3.105019e-01	1.311886e+00
3.195000e-01	1.288013e+00
3.287588e-01	1.266118e+00
3.382860e-01	1.244441e+00
3.480893e-01	1.222967e+00
3.581766e-01	1.201684e+00
3.685563e-01	1.180578e+00
3.792368e-01	1.159634e+00
3.902268e-01	1.138838e+00
4.015352e-01	1.118174e+00
4.131714e-01	1.097910e+00
4.251448e-01	1.079597e+00
4.374652e-01	1.061450e+00
4.501426e-01	1.043458e+00
4.631874e-01	1.025609e+00
4.766102e-01	1.007894e+00
4.904220e-01	9.903004e-01
5.046340e-01	9.728161e-01
5.192579e-01	9.554283e-01
5.343056e-01	9.381345e-01
5.497894e-01	9.227391e-01
5.657219e-01	9.074714e-01
5.821160e-01	8.923230e-01
5.989853e-01	8.772852e-01
6.163434e-01	8.623491e-01
6.342046e-01	8.475050e-01
6.525833e-01	8.327429e-01
6.714947e-01	8.180524e-01
6.909541e-01	8.034218e-01
7.109774e-01	7.902319e-01
7.315810e-01	7.773340e-01
7.527816e-01	7.645291e-01
7.745967e-01	7.518103e-01
7.970439e-01	7.391700e-01
8.201416e-01	7.266004e-01
8.439087e-01	7.140932e-01
8.683645e-01	7.016396e-01
8.935290e-01	6.892300e-01
9.194228e-01	6.778779e-01
9.460669e-01	6.669444e-01
9.734832e-01	6.560845e-01
1.001694e+00	6.452922e-01
1.030722e+00	6.345614e-01
1.060592e+00	6.238856e-01
1.091327e+00	6.132578e-01
1.122953e+00	6.026706e-01
1.155495e+00	5.921160e-01
1.188980e+00	5.823150e-01
1.223436e+00	5.730195e-01
1.258890e+00	5.637828e-01
1.295372e+00	5.545999e-01
1.332911e+00	5.454657e-01
1.371538e+00	5.363746e-01
1.411284e+00	5.273209e-01
1.452182e+00	5.182983e-01
1.494265e+00	5.093002e-01
1.537567e+00	5.012277e-01
1.582125e+00	4.941634e-01
1.627974e+00	4.934257e-01
1.675151e+00	4.937192e-01
1.723696e+00	4.940241e-01
1.773647e+00	4.943401e-01
1.825046e+00	4.946671e-01
1.877934e+00	4.950049e-01
1.932356e+00	4.953534e-01
1.988354e+00	4.957124e-01
2.045975e+00	4.960817e-01
2.105265e+00	4.964613e-01
2.166274e+00	4.968509e-01
2.229051e+00	4.972504e-01
2.293647e+00	4.976598e-01
2.360116e+00	4.980788e-01
2.428510e+00	4.985073e-01
2.498886e+00	4.989452e-01
2.571302e+00	4.993925e-01
2.645816e+00	4.998488e-01
2.722490e+00	5.003142e-01
2.801386e+00	5.007886e-01
2.882568e+00	5.012717e-01
